loan_granted,is_first_loan,fully_repaid_previous_loans,currently_repaying_other_loans,total_credit_card_limit,avg_percentage_credit_card_limit_used_last_year,saving_amount,checking_amount,is_employed,yearly_salary,age,dependent_number
0,1,-1,-1,0,-1,624,1933,0,0,36,2
1,0,0,0,2800,0.88,3932,3227,1,45600,47,1
1,0,1,0,3100,0.73,1779,4374,1,36600,29,3
0,1,-1,-1,2800,0.9,1109,3705,0,0,51,2
0,1,-1,-1,5400,0.48,847,2420,0,0,35,8
0,1,-1,-1,3500,0.8,1333,4282,0,0,45,2
1,0,1,0,7500,0.59,1982,4413,1,14100,23,3
0,1,-1,-1,0,-1,1258,2480,1,19700,48,2
0,1,-1,-1,4700,0.39,3382,2617,1,47400,45,1
0,1,-1,-1,2900,0.83,599,1195,0,0,62,1
1,0,1,0,6600,0.78,4380,7621,1,62800,58,1
0,1,-1,-1,1800,0.85,1366,3227,0,0,55,2
0,1,-1,-1,0,-1,1582,1942,1,4500,36,6
0,1,-1,-1,4000,0.45,1890,2227,1,24300,36,1
0,1,-1,-1,4200,1.06,1347,888,0,0,39,5
1,1,-1,-1,4200,0.85,587,1284,1,32000,57,1
0,1,-1,-1,4000,0.46,980,2651,1,33400,28,4
1,0,1,1,5100,0.62,1824,1357,0,0,47,2
0,0,1,0,7300,0.75,1709,880,1,40000,51,2
0,0,1,0,4800,0.73,4592,1688,0,0,19,8
0,0,1,0,2900,0.8,1184,544,0,0,43,1
0,0,1,1,0,-1,29,206,0,0,47,8
1,1,-1,-1,2900,0.54,5218,7277,1,48000,53,8
1,0,1,1,6100,0.78,4569,2663,1,28700,36,6
1,1,-1,-1,3300,0.84,649,2492,1,46000,31,2
0,1,-1,-1,5000,0.78,1431,11337,1,37700,60,1
0,0,1,0,2800,0.79,998,170,1,29400,60,7
1,0,1,0,4800,0.88,1594,2277,1,31300,55,8
1,0,1,1,3200,0.65,1616,120,1,32700,42,3
0,1,-1,-1,3200,0.79,1764,2862,0,0,34,8
0,1,-1,-1,2400,1.09,3225,4053,1,16600,44,4
1,1,-1,-1,6800,0.63,2976,4442,1,51000,43,1
0,0,1,0,3500,1.01,3624,5375,1,19500,39,0
1,1,-1,-1,6800,0.77,25,2183,1,20300,24,5
1,0,1,0,4000,0.55,1788,6573,1,21700,65,2
0,1,-1,-1,3300,0.63,141,2107,0,0,38,2
1,1,-1,-1,6000,0.63,3561,2519,1,32500,41,8
0,0,1,1,2100,0.58,988,1939,0,0,38,2
0,0,1,0,4700,0.55,2913,3701,1,53600,55,0
0,1,-1,-1,2200,0.78,950,1963,0,0,63,3
1,1,-1,-1,2700,0.73,389,4815,1,28500,58,1
0,1,-1,-1,3400,0.64,2636,4411,1,21900,57,3
1,0,1,0,5000,0.74,1543,5599,1,42400,27,1
1,1,-1,-1,7500,0.6,2935,5953,1,42600,54,2
0,1,-1,-1,3700,0.6,1440,3786,1,48400,40,1
1,1,-1,-1,4100,0.76,4833,2136,1,38400,54,1
0,0,1,1,1100,0.99,336,3140,0,0,48,8
1,1,-1,-1,0,-1,949,1933,0,0,45,1
1,0,1,1,4000,0.84,293,2708,1,31100,32,3
1,1,-1,-1,3900,0.32,905,3162,1,16600,41,0
0,1,-1,-1,4200,0.68,6369,5503,1,36500,31,5
0,1,-1,-1,3600,0.6,966,2717,0,0,43,3
0,0,0,1,0,-1,796,1962,0,0,39,2
0,0,1,1,800,0.99,1438,2310,0,0,51,1
1,1,-1,-1,1200,0.48,1463,1710,1,35300,59,8
1,0,0,0,7800,0.69,136,4748,1,2400,63,8
1,0,1,0,4200,0.98,2392,1426,1,41800,50,1
1,0,1,0,2300,0.62,5071,11276,1,29700,35,5
0,1,-1,-1,4900,0.81,1505,7523,1,23900,60,6
1,0,1,0,2000,0.59,1099,2020,1,19300,22,0
0,0,1,0,7000,0.47,1327,5636,1,49400,50,3
0,0,1,0,0,-1,287,2712,0,0,24,8
1,1,-1,-1,3500,0.2,233,3769,1,13800,21,1
1,1,-1,-1,5000,0.7,3075,5672,1,65900,63,1
1,1,-1,-1,6500,0.79,3223,1699,1,59600,53,2
0,0,1,0,5400,0.93,844,2916,0,0,29,2
1,1,-1,-1,3000,0.64,446,1948,1,36400,32,1
1,0,1,0,5100,0.67,1966,5825,1,12800,45,1
0,1,-1,-1,3200,0.57,1133,3159,0,0,28,8
0,0,1,0,5800,1.04,1528,2336,1,31400,34,8
1,0,1,0,5400,0.3,50,4651,1,57000,34,1
0,0,1,0,2100,0.74,1831,4793,1,35900,24,2
0,1,-1,-1,4900,0.78,1043,6607,1,43200,34,8
0,0,1,1,5100,0.85,1118,2208,0,0,36,2
0,1,-1,-1,3800,0.58,783,2603,0,0,27,5
0,1,-1,-1,4100,0.92,1006,8497,1,19800,53,4
0,1,-1,-1,4300,0.69,87,1513,1,35500,52,8
0,1,-1,-1,7500,1,3041,3014,1,38400,34,2
0,1,-1,-1,2500,0.83,549,2008,0,0,50,5
0,1,-1,-1,3700,0.79,2256,3045,1,53700,59,1
1,1,-1,-1,6600,0.61,6121,6688,1,42400,44,2
0,1,-1,-1,3700,0.84,1378,1876,0,0,54,8
0,0,1,0,7000,0.92,282,9459,0,0,24,8
0,0,1,0,2400,0.47,519,2980,1,43500,33,1
1,1,-1,-1,5400,0.56,1102,3218,1,28400,70,7
0,1,-1,-1,2400,0.76,4388,3966,0,0,52,5
0,1,-1,-1,3100,0.49,1706,7389,1,32400,42,3
0,1,-1,-1,4100,0.45,1884,3453,0,0,34,1
1,1,-1,-1,5600,0.83,3088,834,1,51400,53,1
1,1,-1,-1,7500,0.55,1446,2680,0,0,42,1
1,1,-1,-1,3500,0.8,1849,2245,1,6400,35,8
0,1,-1,-1,2400,0.85,587,2891,0,0,64,1
0,1,-1,-1,4400,0.87,1617,4069,0,0,41,8
1,0,0,1,3300,0.72,1650,612,1,3600,46,5
0,1,-1,-1,1900,0.63,1121,1027,0,0,29,4
0,0,0,0,5100,0.75,2525,8788,1,36000,53,4
0,1,-1,-1,3100,0.73,1764,1590,0,0,34,8
1,0,1,1,1600,0.64,659,2143,1,31300,54,2
0,1,-1,-1,5300,0.42,1687,7974,0,0,46,1
1,0,1,1,3900,0.8,967,1793,1,21200,55,6
1,1,-1,-1,4900,0.73,835,970,0,0,34,8
1,0,1,0,6300,0.8,965,5131,1,24800,38,5
0,1,-1,-1,2200,0.85,1309,1938,1,34700,45,7
1,1,-1,-1,6600,0.8,3639,8128,1,46600,47,1
1,0,1,0,7200,0.54,1315,7906,1,45700,38,2
0,0,1,0,2800,0.82,2132,4395,0,0,39,1
0,1,-1,-1,5000,0.39,1176,6514,1,39400,18,8
0,0,1,1,3400,0.79,1045,602,1,41900,43,1
1,0,1,0,1600,0.72,1882,1910,1,34500,43,1
1,0,1,0,6600,0.59,2341,1973,1,39000,21,2
1,0,1,0,3600,0.52,837,3722,0,0,26,1
0,1,-1,-1,0,-1,770,3163,1,18500,64,7
0,1,-1,-1,5700,0.63,1328,2886,0,0,30,1
0,1,-1,-1,3400,0.58,788,4761,1,56400,26,1
0,0,1,0,5600,0.6,2940,6664,0,0,38,4
0,1,-1,-1,4400,0.74,4015,5220,0,0,18,3
0,1,-1,-1,3900,0.73,1321,7,0,0,24,1
0,0,0,1,5900,0.36,1447,4463,1,45900,29,1
0,1,-1,-1,8800,0.44,3966,8250,0,0,42,7
0,1,-1,-1,1900,0.67,815,3178,0,0,25,1
0,0,1,0,500,1.04,1319,2437,0,0,36,2
0,0,1,0,7900,0.63,1865,5323,1,46600,57,0
0,0,1,1,4800,0.93,2136,1521,1,28200,22,2
1,1,-1,-1,5900,0.42,2870,3396,1,27500,44,7
1,0,1,0,2400,0.44,2193,2009,1,23000,39,2
0,1,-1,-1,2000,0.73,1666,2435,0,0,36,4
0,1,-1,-1,2600,0.7,887,1091,0,0,42,2
0,0,1,0,2200,0.88,1275,4727,1,58100,33,3
1,1,-1,-1,6100,0.72,540,1204,1,24900,40,2
0,0,1,0,0,-1,783,1007,1,13500,51,7
0,0,0,0,5400,0.47,3022,4212,0,0,34,2
1,0,1,0,3000,0.74,4937,4359,1,8100,56,8
0,0,1,0,3800,1.04,1469,2192,0,0,47,8
1,1,-1,-1,2900,0.67,3557,2890,1,48900,46,2
0,0,1,0,1700,0.55,514,2023,0,0,24,7
1,0,1,0,3800,0.61,1002,2166,1,14000,27,1
0,1,-1,-1,7200,0.72,640,1240,0,0,26,8
1,1,-1,-1,1700,0.75,1353,1652,1,7900,51,1
0,1,-1,-1,3000,0.75,845,1434,1,30700,35,1
0,0,1,1,2700,0.4,1312,2164,0,0,26,8
1,1,-1,-1,4000,0.93,103,847,0,0,22,8
0,1,-1,-1,2400,0.45,1113,1492,1,27800,62,8
1,0,1,0,4500,0.82,2348,3934,1,36100,35,7
0,0,1,0,2000,0.67,1344,1570,0,0,54,2
0,1,-1,-1,2800,1.02,1436,1390,0,0,47,4
1,0,0,0,4600,0.81,3669,4268,1,35800,29,1
1,1,-1,-1,5600,0.88,3045,2075,1,32200,33,7
0,1,-1,-1,4900,0.88,4151,3442,1,26300,54,4
0,0,1,0,2600,0.59,1056,834,0,0,60,8
0,1,-1,-1,3000,0.62,695,1653,1,6000,40,3
0,1,-1,-1,3300,0.74,1244,2742,0,0,18,5
0,0,1,1,2100,0.55,1057,2519,0,0,45,1
1,1,-1,-1,5300,0.6,1209,1349,1,37900,70,2
1,1,-1,-1,3600,0.96,1077,10317,0,0,38,3
1,0,1,0,7200,0.46,252,1322,1,22100,34,8
1,0,1,0,2300,0.77,3905,2129,1,38900,62,3
1,1,-1,-1,5400,0.64,4744,7039,1,17600,22,8
0,1,-1,-1,7200,0.82,2351,3100,1,29100,26,1
0,0,1,1,2000,1.03,118,1137,0,0,52,1
0,1,-1,-1,3300,0.73,434,1911,1,18900,31,8
1,1,-1,-1,7400,0.68,1910,3677,1,28400,46,8
0,1,-1,-1,0,-1,899,259,1,42500,32,6
0,0,1,1,2300,0.91,1030,1367,1,11500,23,1
0,1,-1,-1,7500,0.46,2028,4171,0,0,23,2
1,1,-1,-1,5400,0.53,4686,4093,1,47800,47,1
1,0,0,0,3300,0.67,3225,6156,1,22800,55,2
1,0,1,0,9100,0.64,4465,900,1,42800,36,8
1,1,-1,-1,3700,0.83,4605,4135,1,42000,55,5
1,1,-1,-1,2800,0.91,1244,3775,1,42500,49,8
1,1,-1,-1,3000,0.71,594,2245,0,0,62,8
0,1,-1,-1,2900,0.66,1024,1151,0,0,62,8
0,1,-1,-1,4300,0.82,1103,1177,0,0,32,1
1,1,-1,-1,6800,0.34,4983,2533,1,83500,49,1
1,0,1,0,3700,0.87,3453,2962,1,60800,23,5
0,0,1,1,3900,0.92,1772,3000,0,0,64,5
1,1,-1,-1,3700,0.93,724,2223,1,14000,59,2
0,1,-1,-1,7400,0.82,4820,5810,1,26600,30,4
1,1,-1,-1,6000,0.43,73,2649,1,33000,26,1
0,1,-1,-1,6900,0.48,1955,2549,1,12500,49,1
1,0,1,1,3500,0.59,1507,2444,0,0,45,4
0,1,-1,-1,4200,0.78,58,1343,0,0,56,3
0,0,1,0,3400,0.72,64,6615,0,0,42,1
0,1,-1,-1,4400,0.41,3505,3929,1,37900,49,7
1,1,-1,-1,6000,0.78,522,2223,1,38000,70,8
0,0,1,0,3300,0.74,666,1394,0,0,41,5
1,1,-1,-1,3500,1.03,739,2200,1,13700,39,4
1,1,-1,-1,6100,0.92,1023,3099,1,34100,28,6
1,0,1,0,6600,0.8,1152,5796,1,29000,52,2
1,0,1,1,4500,0.53,1504,615,1,36200,36,1
1,1,-1,-1,3600,0.65,1080,1803,1,21500,51,5
1,1,-1,-1,1200,0.88,3256,1168,1,26800,24,2
0,1,-1,-1,6400,0.62,1265,1723,1,24500,54,2
0,1,-1,-1,0,-1,4425,1294,1,28100,46,3
0,1,-1,-1,0,-1,1715,1866,0,0,69,4
1,0,1,1,2600,0.57,2010,1065,0,0,38,5
1,0,1,0,4400,0.85,4329,1687,1,34700,33,1
1,0,1,0,5100,0.65,3074,4284,1,42300,48,8
1,0,1,0,7400,0.61,314,4031,1,1300,58,4
0,1,-1,-1,5400,0.89,1105,3053,0,0,63,8
1,0,1,0,4400,0.5,316,10114,1,41100,25,1
0,0,1,1,3500,0.5,1515,511,0,0,48,5
0,1,-1,-1,2000,0.69,190,1877,0,0,59,2
1,1,-1,-1,6000,0.92,716,2673,1,20000,46,1
0,0,1,0,7400,0.61,2594,11368,1,41700,53,2
1,1,-1,-1,4600,0.52,1639,3296,1,26200,20,8
0,0,1,0,7000,0.98,2216,2907,1,56800,36,5
1,0,1,0,3700,0.75,1777,4500,1,41100,60,1
0,0,1,0,1300,0.68,1108,2290,0,0,50,8
1,1,-1,-1,2800,0.52,3525,5535,1,42200,24,2
0,0,1,0,0,-1,831,2227,1,24000,52,1
1,1,-1,-1,2400,0.42,2910,1584,1,27900,49,1
1,0,1,1,3300,0.76,962,662,1,10400,27,8
0,1,-1,-1,0,-1,1348,2889,0,0,51,2
1,0,1,1,3200,0.85,5426,4021,1,11300,27,2
0,0,1,0,6500,0.76,1591,1922,0,0,22,3
0,1,-1,-1,6000,0.86,908,1808,1,4600,24,8
0,0,1,0,5000,0.76,2160,1940,1,66600,18,2
1,1,-1,-1,5900,0.47,3388,2749,1,30800,61,8
0,1,-1,-1,5500,0.86,2886,6433,1,43200,41,2
0,1,-1,-1,6900,0.56,2183,1934,1,55700,52,4
1,1,-1,-1,5300,0.39,3100,3757,1,11700,24,2
0,0,1,1,2700,0.73,1867,1869,0,0,29,1
1,0,1,0,3500,0.61,1167,3029,1,34400,44,7
0,1,-1,-1,5500,0.73,1217,2514,0,0,40,8
1,1,-1,-1,4400,0.86,3593,2365,1,41200,45,5
1,0,1,0,6500,0.62,2236,3316,1,27100,24,8
0,1,-1,-1,3700,0.51,1784,2735,0,0,37,8
0,1,-1,-1,3500,1.06,859,4048,1,39400,31,6
0,0,1,0,3600,0.92,515,2549,0,0,41,0
0,0,1,0,6700,0.79,632,4640,1,13100,52,4
1,1,-1,-1,5100,0.82,4601,8528,1,43100,25,8
1,1,-1,-1,1800,0.46,899,2406,1,19100,59,1
0,1,-1,-1,2500,0.49,2829,7848,1,27900,41,4
1,1,-1,-1,0,-1,973,2371,1,17900,25,3
0,0,1,1,2700,0.9,1152,3158,0,0,33,1
0,0,1,0,5500,0.63,833,2708,0,0,49,8
0,1,-1,-1,2500,0.57,1051,1622,1,8800,33,3
0,1,-1,-1,2200,0.87,77,7350,1,57200,46,6
1,0,1,0,5300,0.65,4617,1868,1,54800,19,4
1,0,1,0,6000,0.61,5576,6762,1,27100,45,2
1,1,-1,-1,5200,0.76,2586,3041,1,12300,55,5
0,0,1,1,6500,0.83,450,326,1,28400,25,8
1,1,-1,-1,5600,0.56,1746,6125,1,51600,19,1
0,0,1,0,2300,0.47,536,3709,0,0,52,8
1,1,-1,-1,2900,0.69,1423,5536,1,52600,33,0
1,0,1,0,6300,0.91,4242,3810,1,34500,39,1
0,1,-1,-1,8600,0.67,2494,6713,0,0,56,4
0,1,-1,-1,5000,0.99,377,3254,1,20900,42,1
0,1,-1,-1,3200,0.53,5683,3816,1,15900,45,4
0,0,1,1,2900,0.72,31,3539,1,18500,22,4
0,0,1,0,7700,0.53,1846,4019,1,59900,52,3
0,1,-1,-1,4400,0.79,1372,1386,0,0,43,5
0,1,-1,-1,4200,0.72,1252,1676,0,0,37,4
1,0,1,1,4000,0.91,1823,1536,0,0,49,2
0,1,-1,-1,6900,0.83,1012,3466,1,27000,20,8
0,0,1,0,6800,1.01,2210,5095,1,38900,48,1
1,0,1,1,2300,0.79,745,1764,1,27000,42,5
0,0,1,1,2200,0.88,760,3110,0,0,32,7
0,0,1,0,6300,0.76,1312,2904,1,45100,28,2
1,1,-1,-1,6200,0.63,3557,7341,1,47300,58,3
1,0,1,0,5800,0.48,232,3025,1,11100,47,6
0,0,1,1,3300,0.87,600,1330,0,0,46,4
0,0,1,1,5500,0.82,937,4994,0,0,38,8
0,1,-1,-1,5400,0.66,1473,650,1,36800,37,5
0,1,-1,-1,5400,0.35,3405,5654,1,5800,34,6
1,1,-1,-1,8300,0.4,3911,3150,1,1800,32,7
1,1,-1,-1,6600,0.9,2390,5305,1,16700,55,3
0,1,-1,-1,4600,0.76,746,1410,1,36000,45,8
0,0,0,1,3300,0.61,564,555,0,0,36,8
1,1,-1,-1,6500,0.92,1562,2660,1,27700,54,5
0,0,1,1,6900,0.88,872,3806,1,30400,63,2
1,0,1,0,4500,0.57,198,1578,1,38000,43,6
1,0,0,1,4400,0.85,904,1850,1,35900,43,3
0,0,1,1,6400,0.69,486,878,0,0,50,8
1,1,-1,-1,7700,0.75,3799,1281,1,44400,18,2
1,0,1,1,4100,0.4,1514,2745,1,33700,77,2
0,1,-1,-1,4100,0.83,658,3163,0,0,42,7
1,1,-1,-1,8900,0.66,1646,8105,1,27200,25,2
1,1,-1,-1,7100,0.64,3095,4973,1,31700,49,2
0,1,-1,-1,0,-1,1584,926,0,0,40,8
0,1,-1,-1,3100,1.03,333,2891,1,38500,39,3
1,1,-1,-1,4600,0.4,3624,3774,1,15800,57,3
0,0,1,1,6400,0.41,413,3709,0,0,54,2
1,1,-1,-1,5800,0.97,3044,5503,1,54700,33,2
1,1,-1,-1,7200,0.79,4007,3004,1,46000,43,2
0,1,-1,-1,1100,0.35,453,1615,0,0,23,8
0,0,1,1,6100,1.02,796,3106,1,22800,51,8
1,0,1,1,1600,0.83,981,1494,1,31700,48,7
0,0,1,0,0,-1,2060,3124,1,38000,31,3
0,1,-1,-1,5400,0.8,1204,3949,1,47000,35,1
0,0,1,1,3700,0.51,645,3382,0,0,47,2
1,1,-1,-1,4800,0.76,924,3458,1,1400,43,4
0,1,-1,-1,5900,0.77,1647,3110,0,0,24,8
1,1,-1,-1,7000,0.69,3690,4864,1,37000,31,2
0,1,-1,-1,2000,0.8,1160,3077,1,34300,30,2
1,0,1,0,4200,0.5,3716,5862,1,41900,35,1
0,1,-1,-1,2600,0.94,1379,1950,0,0,54,8
0,1,-1,-1,6200,0.37,1530,7514,1,24000,62,2
1,0,1,0,7000,0.85,5420,1496,1,44200,18,7
1,0,1,0,5900,0.89,2659,1797,1,35300,37,3
0,1,-1,-1,2700,1.01,1614,3999,1,37300,27,8
1,1,-1,-1,3500,0.95,1665,1271,1,15800,32,1
0,1,-1,-1,2600,0.76,6393,148,1,30600,40,1
1,1,-1,-1,6700,0.76,4320,2405,1,51800,65,3
1,0,0,0,3500,0.64,1439,539,1,17800,30,4
0,1,-1,-1,4000,1.09,644,3327,1,30800,37,8
0,1,-1,-1,2000,0.72,1164,2229,0,0,24,3
0,1,-1,-1,2300,0.71,1275,867,0,0,52,3
1,1,-1,-1,3100,0.88,1372,236,1,15700,56,0
0,1,-1,-1,0,-1,942,2384,1,40900,27,5
0,1,-1,-1,4200,0.84,3264,8744,0,0,33,1
1,1,-1,-1,2800,0.61,482,3137,1,27200,45,5
1,1,-1,-1,4800,0.81,1090,3099,1,46500,37,8
0,1,-1,-1,4300,0.96,1434,3033,0,0,49,3
0,0,1,0,6000,0.79,2465,1631,1,19600,49,1
1,1,-1,-1,3500,0.53,408,3420,1,16300,45,2
1,1,-1,-1,2400,0.67,1815,3012,1,13700,61,4
1,0,1,1,4000,0.64,169,6352,1,27300,40,3
1,0,1,0,3100,0.56,399,5959,1,28300,52,1
0,0,1,0,2700,0.74,2165,1728,0,0,57,1
0,0,1,1,3100,1.02,740,1438,1,34200,41,8
1,1,-1,-1,7200,0.61,718,6694,1,49100,21,4
1,1,-1,-1,5100,0.35,988,1624,1,30200,55,5
1,0,1,0,4200,0.77,2843,3137,1,3600,54,3
1,1,-1,-1,8200,0.72,1115,5073,1,27300,59,2
1,1,-1,-1,6800,0.4,1844,1345,1,41200,36,6
0,1,-1,-1,2500,0.47,714,3245,0,0,44,5
0,0,1,1,6300,0.63,979,1139,0,0,28,8
1,1,-1,-1,3000,0.8,497,1885,1,24300,52,8
0,1,-1,-1,6600,0.86,1406,3289,1,21000,59,8
0,1,-1,-1,3500,0.76,2055,1049,0,0,79,2
1,0,0,0,0,-1,922,803,0,0,38,2
1,0,1,0,1700,0.69,2248,6114,1,21400,52,8
0,1,-1,-1,2300,0.96,1234,2261,0,0,38,8
1,0,0,0,5400,0.44,3762,4730,1,1900,18,2
1,1,-1,-1,2700,0.92,1556,3488,1,18600,30,1
1,0,1,0,2900,0.91,4487,3691,1,29700,42,4
1,0,1,1,4500,0.69,1439,2974,1,26500,28,7
0,0,1,0,700,0.83,1420,2923,0,0,22,5
1,1,-1,-1,4200,0.74,208,7204,1,39000,23,2
1,1,-1,-1,6300,0.71,1025,2692,1,32500,62,8
0,1,-1,-1,6500,0.83,3562,3378,0,0,38,1
0,0,1,0,4500,0.78,1084,4228,1,51800,28,2
0,1,-1,-1,2200,0.42,1284,2307,0,0,21,7
0,1,-1,-1,3100,0.46,155,1550,0,0,50,1
0,0,0,0,0,-1,289,3117,0,0,54,2
0,1,-1,-1,5700,0.89,2434,1721,0,0,37,1
0,1,-1,-1,4200,0.46,916,2530,0,0,60,2
0,0,1,0,6200,0.79,2045,4279,1,15000,62,1
0,1,-1,-1,6700,0.37,3663,5312,1,24800,44,4
1,1,-1,-1,3600,0.61,750,4810,1,43000,53,8
0,0,1,0,0,-1,1188,3248,1,28700,31,5
0,1,-1,-1,4900,0.9,2838,2426,1,16900,34,6
1,0,1,1,3400,0.49,1918,978,1,44300,32,2
1,1,-1,-1,10000,0.74,468,4324,1,5900,41,1
1,0,1,0,1500,0.81,3483,2770,1,30000,44,4
0,1,-1,-1,2700,0.88,2868,2013,0,0,31,3
0,0,1,1,5900,0.73,833,1716,0,0,37,3
1,1,-1,-1,3400,0.82,1756,1655,1,4400,35,1
1,1,-1,-1,2200,0.8,680,3136,0,0,40,1
1,0,1,1,2900,0.93,917,1783,1,18800,51,1
0,0,1,1,0,-1,1729,2474,0,0,34,5
1,0,1,0,4200,0.57,1313,1703,1,55000,21,1
1,0,1,1,6100,0.44,1061,2278,1,26200,40,3
0,1,-1,-1,3700,0.34,2019,5003,1,27600,45,2
1,0,1,0,4400,0.91,38,813,0,0,21,2
1,1,-1,-1,4300,0.51,2304,7928,1,58000,66,2
1,1,-1,-1,2500,0.73,3955,5491,1,29000,45,2
0,1,-1,-1,3900,0.51,1981,8265,1,25000,53,2
0,0,1,0,3200,0.61,2803,3445,1,16400,28,4
0,1,-1,-1,3000,1.02,2517,1873,1,33000,26,1
1,1,-1,-1,4600,0.8,1181,2138,1,20300,44,5
1,0,1,1,3300,0.59,1300,2286,1,31500,47,6
0,0,1,0,3500,0.44,3713,686,1,39500,45,0
0,0,1,1,2800,0.98,934,774,0,0,41,8
0,0,1,0,4700,0.83,741,1126,0,0,41,3
1,0,1,0,3100,1.03,626,3126,1,24600,71,2
1,0,1,0,3500,0.76,3126,4924,1,12900,58,6
0,0,1,1,4100,1.03,1350,3624,1,30100,41,4
1,1,-1,-1,1400,0.89,1298,2137,0,0,35,5
1,1,-1,-1,7400,0.77,578,5401,1,46700,41,8
1,0,1,0,0,-1,929,1209,1,31500,26,1
1,1,-1,-1,5500,0.63,4999,3872,1,5200,36,2
1,0,1,1,3900,0.39,2741,9604,1,9600,25,2
1,1,-1,-1,5700,0.83,2108,6854,1,35900,50,6
0,0,0,1,4600,0.77,1245,2010,1,29000,62,5
1,1,-1,-1,3900,0.47,940,1409,1,55200,50,5
0,0,1,0,2400,0.97,256,2619,0,0,49,5
0,1,-1,-1,2600,0.97,1306,2398,0,0,44,2
0,0,1,1,3100,1.06,123,1215,0,0,51,1
1,1,-1,-1,5200,0.85,325,3801,1,29600,20,2
0,1,-1,-1,2600,0.73,480,1830,0,0,39,1
1,1,-1,-1,5600,0.81,1605,4598,1,46400,29,3
1,0,1,0,4900,0.5,1685,3238,1,37100,51,8
0,0,1,0,6000,0.6,3788,4292,1,28200,49,1
0,0,1,0,1600,1.07,1149,3069,0,0,49,0
1,1,-1,-1,6800,0.64,252,3851,1,39900,37,1
0,1,-1,-1,0,-1,1604,1745,1,11000,43,2
0,1,-1,-1,8700,0.54,3369,8223,0,0,40,4
1,0,1,1,6500,0.46,3723,6761,1,29600,49,3
1,0,1,0,3000,0.85,1615,7968,1,38200,35,4
1,1,-1,-1,4400,0.76,4623,2608,1,51200,51,8
0,0,1,0,1000,0.91,776,2197,0,0,58,1
0,0,1,1,2600,0.79,1494,6790,1,31700,67,8
0,1,-1,-1,4000,0.68,770,2401,0,0,18,6
1,1,-1,-1,3500,0.92,976,4074,1,22200,44,5
0,0,1,1,4300,0.85,437,3020,0,0,54,1
1,1,-1,-1,2900,0.52,1754,3398,1,44400,59,3
0,1,-1,-1,4000,0.94,1001,1690,0,0,52,5
0,0,1,0,6900,0.42,3315,2791,0,0,26,2
1,1,-1,-1,2200,0.77,230,3550,0,0,39,4
0,0,0,0,7100,0.74,191,1685,1,16800,35,6
0,1,-1,-1,4500,0.79,956,1940,0,0,42,2
0,0,1,1,0,-1,1576,2100,0,0,60,0
1,1,-1,-1,3000,0.84,5303,2196,1,30700,55,3
0,0,1,1,1200,0.63,785,2667,0,0,59,4
0,1,-1,-1,3900,0.69,349,2105,0,0,55,7
1,0,1,0,7500,0.99,3167,3032,1,30600,45,1
0,1,-1,-1,0,-1,1376,3067,1,42700,43,8
0,1,-1,-1,3300,0.66,1111,3369,0,0,27,8
1,1,-1,-1,5700,0.62,790,4753,1,24200,32,8
1,1,-1,-1,3600,0.94,608,2500,1,35900,60,8
1,0,1,0,3600,0.88,430,4345,1,24800,44,4
0,1,-1,-1,2800,0.73,234,1433,0,0,52,3
1,0,1,0,5100,0.57,3495,5983,1,20400,31,4
0,0,0,1,4400,0.64,1746,1038,1,39900,31,2
0,0,1,0,5000,0.79,1299,5876,0,0,29,1
0,1,-1,-1,4100,0.73,863,3709,0,0,47,1
0,0,1,1,3100,0.91,639,2756,0,0,18,4
1,0,1,1,3800,0.8,416,1027,1,34400,57,6
0,0,1,1,1200,0.87,1559,3162,0,0,73,3
0,0,1,0,0,-1,1488,2489,1,34600,23,7
1,1,-1,-1,6800,0.73,3184,6890,1,47800,45,1
1,0,1,0,2400,0.8,1126,2112,1,37500,33,8
0,1,-1,-1,1600,0.76,1634,4479,0,0,38,2
0,1,-1,-1,5300,0.92,1647,2090,0,0,38,3
1,1,-1,-1,4000,0.96,1414,2841,1,29100,79,8
1,0,1,0,4400,0.44,4516,1692,1,29900,31,8
1,1,-1,-1,4000,0.89,861,3305,1,42200,43,6
0,0,1,0,3300,0.63,1719,6595,0,0,57,1
0,0,1,0,2100,0.38,2660,8746,1,33700,32,2
0,0,1,1,4400,0.27,2218,3302,1,19800,31,3
0,0,1,0,4600,0.77,2070,3677,1,46300,46,1
1,0,1,1,2200,0.82,808,2057,1,38800,40,8
0,1,-1,-1,4400,0.84,48,1428,1,33100,31,1
1,0,1,0,4200,0.46,1940,6780,1,27500,61,3
0,1,-1,-1,4500,0.53,3304,3957,0,0,66,1
1,1,-1,-1,4400,0.67,6169,3776,1,36100,26,2
0,0,1,1,3400,0.49,690,3470,1,51100,47,4
1,1,-1,-1,6000,0.76,3294,9049,1,46700,39,1
0,0,1,1,2500,0.74,934,1542,0,0,35,8
1,0,1,0,1900,0.97,815,784,0,0,46,4
1,0,1,0,5500,0.95,2468,5631,1,25100,40,1
1,0,1,1,0,-1,519,950,0,0,23,1
1,0,1,0,3100,0.75,562,5469,1,35500,38,2
0,1,-1,-1,5400,0.79,5624,5189,1,42400,20,5
1,1,-1,-1,6400,0.84,2960,3740,1,39900,50,4
1,1,-1,-1,5300,0.55,3438,3475,0,0,38,1
0,1,-1,-1,6800,0.58,1449,530,0,0,37,8
